stars,body
"4,0",Ürün çok kaliteli  zaten San Disk bilinen marka. Yazma hızı ideal.  119gb boş olarak geliyor. A51 telefonla uyumlu. Tek sıkıntı vardı sd adaptörü yok içinde.  Açıklamada sd adaptör dahil diyordu ancak çıkmadı. Bendeki başka bir sd adaptör ile uydu  pc için onu kullandım. Tel için gerek yok zaten. Ama fotoğraf makinesi için alacaksanız dikkât edin.  Amazon hızlıca kargoladı sonraki gün elimdeydi.  Üstelik standart kargo ile geldiği hâlde bu kadar hızlıydı!  1 yıldızı sd adaptörü çıkmadı diye kırdım.
"5,0",Kart okuma hızı çok iyi. Açmak istediğiniz her hangi bir dosyanın aktarım tepkimesi gerçekten süper. SanDisk bu işi biliyor daha önceleride aldığım micro sd katlarda bu markanındı. Dipnot olarak unutmayın ki kaç GB alırsanız alın kartın kendi içindeki işleyişi için çok az bir mb ayrılmıştır örneğin aldığım 64 GB lik bu kart 63.40gb boş alana sahip kalan  60mb kartın işlemcisine ayrılmıştır bu oranlar diğer kartların GB ına göre değişir. Normal kargo olarak siparişten bir gün sonra gelmesi süpriz oldu ve güzel paketlenmiş teşekkürler amazon.
"5,0","Kart sorunsuz çalışıyor. Tşk.Bu arada Kolay Gelsin kargosuna da çok tşk. Hızlı dağıtım, Canlı takip ve ""Komşuma gelsin, İstediğin zaman gelsin, Farklı adrese gelsin"" özelliklerine bayıldım. Teknolojiyi sonuna kadar kullanmışlar.Keşke bütün kargo firmaları onları örnek alsa."
"5,0",Realme X2 cihazımda yaptığım testlerde ürünün 87mb/sn okuma ve 37 mb/sn yazma hızı var ve 4K videoları sıkıntısız şekilde kayıt ediyor herhangi bir donma stutteringe rastlamadım. Yanında SD çevirici adaptörü gelmiyor foto makınası için alacaklar dikkat etsin ve kartın sınıfı XC yani her cihazda çalışmaz. Fiyatına göre tatmin edici
"5,0","Resim, müzik ve videolar için telefon hafızanıza ek depolama aracı, bu amaçla kullanıp telefonun kendi hafızasından yer kazanabilirsiniz. Bu kartın üzerine uygulama kurup çalıştırdığımda, aynı uygulamanın telefonun kendi hafızası üzerinden çalışmasına kıyasla, uygulamanın yüklenme (loading) kısımlarında sürenin uzadığı açık şekilde belli oluyor. Kısacası akıllı telefonlar için medya depolama alanı olarak rahatlıkla kullanılabilir. 1080p çözünürlükte 60fps video çekimleri telefonumda bu kart üzerine sorunsuzca yapılabildi. 4k 30fps video kayıtlarında da sorun yaşanacağını düşünmüyorum."
"5,0",ÜRÜNÜN SİPARİŞİNİ 09.02.2020 TARİHİNDE VERDİM. 2 GÜN SONRA  ADRESİMDE TESLİM ALDIM. ARAÇ İÇİ KAMERASINDA KULLANIYORUM. ÜRÜNDEN VE AMAZON.COM DAN ÇOK MEMNUNUM. İKİSİNİ DE TAVSİYE EDERİM.
"1,0","Fiyatına göre kaliteli ürün. Yaklaşık 58 GB net kullanım alanı mevcut. Aldıktan sonra biçimlendirip kullanmaya başladım. Fakat aklınızda bulunsun Honor/Huawei marka telefonlarda dahili hafıza olarak kullanamıyorsunuz. Her ne kadar ayarlar kısmında dahili hafıza dese de uygulamalarınızı taşıyamıyorsunuz. Sadece video fotoğraf gibi şeyleri depolayabiliyorsunuz.12/09/20 düzenlemesi : Ürün bugün arıza çıkardı ve içindeki tüm fotoğraf ve videolarım gitti. Durduk yere ekranıma bildirim düştü ""bellek kartı hatası""diye sonrasında arızalandı. Biçimlendirsem de yine de düzelmedi. Alacak kişilere uzun kullanım testi gibi bir yorum olsun."
"4,0","Siparişi, sd card ile birlikte card adaptörü de var diye vermiştim hem de 2 adet. Ama her iki kutudan da kart adaptörü çıkmadı. Bu verilen siparişe göre eksik bir teslimat ve bunu nasıl telafi edebilirsiniz bilmiyorum. Bu nedenle 5 yıldız veremiyorum. Ama bunun dışında hızlı kargolama, kargo çalışanının şık kıyafeti, nazik konuşması ve titizliği gayet iyi. Bu nedenle 4 yıldız."
"5,0",Kara cuma da 68 tl ya kadar düştü normalde diğer mağazalarda 16 gb tı o kadara alıyorsunuz. Ayrıca hızı bu fiyataki en iyi olanı. Mesela ben Nintendo switch için aldım switch sd kartınız 95 mb hızından sonrası aynı olduğu için nintendo switche mükkemel.
"3,0",Takacağınız cihazın modeline bağlı olarak 80-100 hızlara ulaşan bir sd kart. Uzun söze gerek yok.
"4,0",Ürün çok kaliteli  zaten San Disk bilinen marka. Yazma hızı ideal.  119gb boş olarak geliyor. A51 telefonla uyumlu. Tek sıkıntı vardı sd adaptörü yok içinde.  Açıklamada sd adaptör dahil diyordu ancak çıkmadı. Bendeki başka bir sd adaptör ile uydu  pc için onu kullandım. Tel için gerek yok zaten. Ama fotoğraf makinesi için alacaksanız dikkât edin.  Amazon hızlıca kargoladı sonraki gün elimdeydi.  Üstelik standart kargo ile geldiği hâlde bu kadar hızlıydı!  1 yıldızı sd adaptörü çıkmadı diye kırdım.
"5,0",Kart okuma hızı çok iyi. Açmak istediğiniz her hangi bir dosyanın aktarım tepkimesi gerçekten süper. SanDisk bu işi biliyor daha önceleride aldığım micro sd katlarda bu markanındı. Dipnot olarak unutmayın ki kaç GB alırsanız alın kartın kendi içindeki işleyişi için çok az bir mb ayrılmıştır örneğin aldığım 64 GB lik bu kart 63.40gb boş alana sahip kalan  60mb kartın işlemcisine ayrılmıştır bu oranlar diğer kartların GB ına göre değişir. Normal kargo olarak siparişten bir gün sonra gelmesi süpriz oldu ve güzel paketlenmiş teşekkürler amazon.
"5,0","Kart sorunsuz çalışıyor. Tşk.Bu arada Kolay Gelsin kargosuna da çok tşk. Hızlı dağıtım, Canlı takip ve ""Komşuma gelsin, İstediğin zaman gelsin, Farklı adrese gelsin"" özelliklerine bayıldım. Teknolojiyi sonuna kadar kullanmışlar.Keşke bütün kargo firmaları onları örnek alsa."
"5,0",Realme X2 cihazımda yaptığım testlerde ürünün 87mb/sn okuma ve 37 mb/sn yazma hızı var ve 4K videoları sıkıntısız şekilde kayıt ediyor herhangi bir donma stutteringe rastlamadım. Yanında SD çevirici adaptörü gelmiyor foto makınası için alacaklar dikkat etsin ve kartın sınıfı XC yani her cihazda çalışmaz. Fiyatına göre tatmin edici
"5,0","Resim, müzik ve videolar için telefon hafızanıza ek depolama aracı, bu amaçla kullanıp telefonun kendi hafızasından yer kazanabilirsiniz. Bu kartın üzerine uygulama kurup çalıştırdığımda, aynı uygulamanın telefonun kendi hafızası üzerinden çalışmasına kıyasla, uygulamanın yüklenme (loading) kısımlarında sürenin uzadığı açık şekilde belli oluyor. Kısacası akıllı telefonlar için medya depolama alanı olarak rahatlıkla kullanılabilir. 1080p çözünürlükte 60fps video çekimleri telefonumda bu kart üzerine sorunsuzca yapılabildi. 4k 30fps video kayıtlarında da sorun yaşanacağını düşünmüyorum."
"5,0",ÜRÜNÜN SİPARİŞİNİ 09.02.2020 TARİHİNDE VERDİM. 2 GÜN SONRA  ADRESİMDE TESLİM ALDIM. ARAÇ İÇİ KAMERASINDA KULLANIYORUM. ÜRÜNDEN VE AMAZON.COM DAN ÇOK MEMNUNUM. İKİSİNİ DE TAVSİYE EDERİM.
"1,0","5 Ocak 2020 tarihinde sipariş verdim. Ürün başlığında ve açıklamasında ""Adaptörü ile birlikte"" yazıyordu. Ürün elime ulaştığında adaptörü yoktu sadece hafıza kartı çıktı paketten. Kontrol ettiğimde ürünün başlığından adaptör kısmı da kaldırılmıştı. Neyse ki 64Gb göndermiş, buna şükreder olduk... Bence güvenmeyin."
"5,0",Kamera için 64 olanı aldım. 1 hafta sonra bozuldu. Amazon hemen iade aldı. 128 olandan sipariş verdim aldığım günden beri sorunsuz kullanıyorum. Kamera her gün kayıt yapıp eski kayıtları sildiğinden şimdiye kadar sorunsuz yaptı.
"5,0","Artık bu karttan alıyorum hep, Raspberry Pi, Telefon, Kamera gibi cihazlarda sürekli bir okuma yazma işlemi bile olsa bozulmayan sahip olduğum tek kart. Özellikle bu modeli düşünen herkese öneririm."
"1,0",Kullanılmış cihazı yolladınız. İçerisinde başka birisine ait veriler mevcut ve salt-okunur biçimde olduğundan dolayı da format atılamıyor. Kısacası aldığım ürün çöp çıktı.
"1,0",Telefondan hiç çıkarmama rağmen bozuldu. İçinde dosyalarım var ama telefon okuyamıyor. Kartı ne yaparsam yapayım formatlayamadım. Sandisk in kendi sitesinde de çöp oldu yazıyor.
"5,0","Telefonum icin aldim artik oyle bir hal almisti ki telefonumun hafizasi doldugundan ne fotograf cekebiliyordum nede yeni bir uygulama yukleyebiliyordum,bu ürün sayesinde dahili hafizayi sd karta tasidim. Bu arada dahili karttan sd'ye transfer cok hizli gerceklesiyor. Kolay gelsin ertesi gün teslim etti tesekkürler amazon ve kolay gelsin."
"5,0","İşimi görecek 32gb ultra model arıyordum, Sandisk senelerdir ürünlerini sorunsuz kullandığım bir marka olduğu için yine Sandisk’i seçtim. Bebek kamerasında kullanıyoruz ve 3 gün durmadan hd kalite görüntü kaydedebiliyor."
"5,0","Sanırım etkinlik sebebiyle express kargo ile gönderildi. Sabah 3'te sipariş verdiğim kargo öğlen 15'te elimdeydi. Birkaç kere test yazılımı ile test ettim, hızından ziyade hafızası önemliydi benim için o yüzden orijinal olduğuna kanaat getirdim."
"5,0",ürün mng  ile evime gelmediği için mng'nin başka subesine yönlendirdim. evime direk geldi. öncelikli ürün diye de yapıştırılmış. kampanyalı fiyattan almıştım. ürünün kalitesi zaten tartışılmaz
"5,0","Paketleme ve kargo hizi harika, 2. Gunde elimde oldu, kesinlikle tavsiye ederim. Eger aksiyon kamerasi ya da drone kullaniyorsaniz 1080P ya da 4K cekim yaparken cihazdan performans alabilmeniz icin100mb /sn okuma ve yazma hizi olan bir micro sd kart kullanmaniz gerekiyor, bu fiyata cok basarili bir urun."
"1,0",Kartı bir Sony tablette kullanmak için aldım ancak 2 ay içinde ürün elektrik arızası vererek bozuldu. İçindeki verileri kaybettiğim gibi açıkçası SanDisk markasına da güvenim sarsıldı. Kesinlikle tavsiye etmiyorum.
"5,0",Kardeşimin askere gittiği yerde Android telefonlar yasak olduğundan müzik dinlenebilecek sd kartlı tuşlu telefon için aldık. İşimizi fazlasıyla görüyor. F/P ürünü.
"5,0","Nintendo Switch Lite'a ek hafıza olarak kullanıyorum. Benzeri nedenden hafıza kartı arayan varsa, indirmeler vs gayet hızlı, hiçbir sorun yok nintendo ile uyumu ile ilgili, sadece bir tane otomatik update yapıyor."
"1,0","Adaptörlü filan değil. Şimdi bir bilmiş yüzünden mngye git, ürünü geri göndermekle uğraş ve uğraş. Diğer sitelerde bu kadar basit bir hata olmuyor, bilsem başka yerden alırdım."
"4,0",tabletınız telefonunuz ıcın kullanabılecegınız bır kart . ole asırı yazma hızları beklemeyın telefonda 4k cekmıceksenız. okuma hızı ıyı sızı uzmez
"5,0","DSLR foto makinesinde hızlı olmayan objelerin resimlerini çekmek için kullanıyorum, gayet memnunum. hızlı objeler ve video için de belki iyidir ama denemediğim için bir şey söyleyemem."
"1,0",64GB yerine 16GB yollandı ve kullanılmış içinde video kayıtları ile birlikte gönderim yapilmis. Bu nasıl bir sorumsuzluk tür.
"1,0",Adaptörü ile birlikte yaziyorsunuz ama gelen pakette adaptör çıkmadı..insanları kandırmayın..
"4,0","Günlük kullanım için yeterli, 15.95 gb boş alan kalıyor otomatik biçimlendirme sonrası. Ancak Class 10 artık hızlı data transferi için yetersiz kalıyor. Eğer 2K üstü videolar, büyük dosyalar veya kayıpsız formatta müzik dosyaları transfer ediyorsanız U3 hızındaki Extreme serisine para ayırmanız daha mantıklı olacaktır."
"5,0",Kutusundan çıkarmadım ama birer aynısı geldi. SD okuyucu yok zaten resimde de yok. Samsung genelde veriyor SD okuyucu. Amazon hızlı gönderdi.
"5,0","Amazon satıcılı olan orjinal ürün. Güvenlik kamerasında kullanıyorum, hızı için pek yorum yapamayacağım o yüzden."
"5,0",Nintendo Switch' de kullanmak için ideal bir ürün. Hem f/p hem de Sandisk kalitesi.
"5,0",Telefonlar için alındı. 16 GB yeterli Annem ve Babam için. Kolay gelsin kargo adamdır.
"1,0",15 günde geldi ve bozuk geldi. Bir daha ne sandisk ne de amazon ikisinden de uzak duracağım. Aktarmaya çalıştığım tüm fotoğraflarım silindi. Cloud sayesinde kurtarabildim.
"4,0",Ürünü prime üyeliği ile aldım 15 saat de filan geldi okuma (read) 61.3 yazma olarak (write)  20.5 aldım testi telefonda yaptım ne kadar sağlıklı bilemem ama bilgisiyarda anakarta bağlı sd card okuyucuda gerçek değerleri alabiliriz ama orta segment de ortalama böyle ona göre alın
"5,0",Ürün kargoda zarar görmeyecek olsa bile kağıtlarla sarılmıştı. Hafıza kartına geleceksek diğer micro sd ler gibi 29 GB depolama alanı veriyor. Kısacası alınabilir tavsiye edebilirim.
"5,0",Bilindik bir marka ve GB başına 1 TL gibi cüzzi bir fiyatı var.  Fiyat/performans ürünü. Herhangi bir sorunla karşılaşmadım. Tavsiye ederim.
"5,0",Android telefonlar için birebir bata iyi geldi benim telefonuma
"3,0","Ürün gayet kullanışlı ancak Kolay Gelsin kargo firması ile çalışmayın. Aşırı ciddiyetsiz, amatör bir firma. Firma başlı başına bir risk."
"4,0",Gayet başarılı. Veri aktarım hızı çok iyi. Ama içerisindeki dosyaları açarken her zaman değil ama bazen saniyeden daha kısa bir süre takılıp sonra açılıyor. Bu tabletten mi micro karttan mı çözemedim.
"1,0",her yerde micro sd kart var adaptöre o kadar para vereceğime adaptörle satılan micro sd kart almak için aldım çünkü kutuda ne var bölümünde sd kart adaptörü var yazıyordu ama yok. boşu boşuna kart aldım tekrar.
"5,0",ürün xiomi telefonumda sorunsuz çalıştı. yer kaplayan video'larımı karta taşıdım. kargo çok hızlıydı. sistemde tahmin edilen teslimat tarihi Pazartesi yazmasına rağmen Cumartesi geldi. kart küçük olmasına rağmen bir kutuda korunaklı bir şekilde geldi. alışverişten memnun kaldım.
"5,0","Huawei tabletim için aldım, takdim herhangi bir sorun yok. Bu soğuk karlı kış günlerinde hızlı teslimat karşısında şaşırdım. Amazon alkışı hak ediyor."
"4,0",Bu ürünü nintendo switch konsolum için aldım ve çok güzel çalışıyor ama 10 gblik bir dosyayı 3 saatte aktardı. Daha önce bu tip bir ürün kullanmadım ama bana yavaş geldi. Bunlara rağmen okuma hızında sorun yok
"5,0",Ürünü zamanında aldığımda fiyatı çok iyiydi. Yaklaşık 1 yıldır kullanıyorum. Sıkıntısını görmedim.
"4,0","30-40 mb yazma hızı var, 4k video  vs için  extreme olan alınabilir"
"4,0",Başlıkta 100MB/s R olarak ürün yazılmış. ama 633x serisi yani 30MB/s yazma hızında olan ve Full HD kayıt yapalılabilen serisi gönderildi. Ürün başlığı ile gönderilen ürün farklı buna dikkat ederek alın.
"5,0",Kiz kardesimin Nintendo Switch Lite oyun konsolu icin aldim. Kendisi gayet memnun kaldi. Kargo elimize cok hizli ulasti.
"5,0",Çok üst düzey işler ile uğraşmıyorsanız hızı ve kalitesi gayet yerinde güveniler bir markadır.
"5,0",saniye de 80 mb civarı aktarım hızı sağlıyor. Fotoğraf makinamda kullanıyorum. Çekim ve kayıt hızı arttı. tavsiye ederim.
"5,0",Nintendo switch lite için aldım gayet iyi hızlı
"3,0",Bu hafıza kartının 95MB/s olan modeli zaman zaman daha ucuz oluyor. Acelesi çok yok ise hızlı versiyonunu yakalamaya çalışın. Kutudan adaptör çıkmıyor.
"5,0",Android ujygulaması da olması sebebi ile kalbimi kazanan sd card. Fakat yine de telefondaki tüm uygulamaları taşımak için hız yeterli kalmayabiliyor. Sadece depolama amaçlı kullanacaksanız kesinlikle tavsiye ederim.
"5,0",öncelikle bu kadar hızlı gelmesine şok geçirdim diyebilirim ürün çok iyi gayet hızlı işliyor videoları vs mükemmel bir sd card tavsiye ederim ben 128 lik aldım bir daha tekrar tekrar uğraşmayım diye
"5,0",Uygun fiyatlı güzel ürün hızlı sevkiyat teşekkür ediyorum
"5,0","arkadaşlar dji osmo action kamera için aldım ama uyum sağlamadı kart yavaş geldi , kullanabiliyorum ama verimli değil 4k kayıt için alıyorsanız bilginiz olsun daha hızlı bir kart alın"
"5,0",Bilinen ürün güzel fiyat ve paketleme teşekkürler.
"5,0",Diğer Türk siteleriyle aynı fiyat ama yanında birkaç tane daha ucuza kitap alacağım için buradan aldım. Müşteri memnuniyeti konusunda çok efsaneler .
"5,0",Dün sipariş verdim.Bugün geldi.Küçücük bir kart mükemmel korumalı paketteydi.Önce paketin büyüklüğünü görünce şaşırdım.Kuryeye yanlış olmasın dedim.Kartı anlatmaya gerek yok.Kaliteli marka.Fiyat şahane
"5,0","uzun yıllarca kullanılacak bir ürün, fiyatı da uygun. satıcı amazon, güzel ve hızlı paketleme, teşekkürler"
"5,0",hız olarak gayet iyi.telefona ek olarak aldım.gizli dosyaları saklamak için.
"5,0","Ürün çok iyi, gayet memnunum. Hafıza Kartı alacak kişilere, SanDisk'ten şaşmamasını öneririm. Amazon'un kendi mağazasından almama rağmen kargo hüsran idi. Bu konuda düzeltme yapmalarını temenni ediyorum."
"5,0",ÜRÜN KALİTELİ SANDİSK BU İŞTE DEV BENCE SORUNSUZ ÇALIŞIYOR ARACIMIN DOUBLE  TEYBİNDE KULLANIYORUM. TAVSİYE EDİYORUM
"1,0",Telefoonuma taktım sonra whatsapp tan gelen fotoğrafların kendi kendine silindiğini fark ettim artık kullanmıyorum.
"5,0",Sandisk her zaman iyidir. Neye ihtiyacınız olduğunu doğru anlayıp buna göre sipariş verenlerin memnun olmaması zor.
"5,0",Fiyat performans açısından on numara çok memnunum. Hızı benim bilgisayarda ssd olduğu için saniyede 100 mb'e rahat çıkıyor. telofondaki 4k çekimlerinde bile zorlanma yok. Elbette ben ürünü indirimden almıştım.
